invoice_no,transaction_value,unique_products
575744,63.6,2
575747,185.9,6
575750,268.2,3
575751,70.95,2
575753,12.7,2
575754,49.75,3
575757,31.8,2
575760,20.15,2
575765,47.7,1
575766,9.95,1
575767,27.85,2
575787,71.0,2
575828,102.4,6
575830,16.95,1
575838,89.45,4
575840,29.75,1
575842,51.95,3
575843,23.85,1
575845,18.0,1
575846,129.7,9
575847,35.7,2
575848,33.8,2
575851,42.43,4
575852,39.7,2
575853,75.0,2
575854,159.1,7
575855,51.6,5
575856,47.35,4
575867,66.05,6
575868,56.1,4
575870,138.35,3
575871,185.1,5
575874,87.65,6
575877,35.7,1
575880,54.0,1
575884,117.6,2
575885,118.15,5
575886,49.4,5
575887,132.0,3
575888,54.0,1
575889,63.6,1
575890,15.9,1
575893,44.9,2
575895,28.7,3
575896,161.85,2
575898,48.7,3
575899,25.0,1
575904,29.6,4
575911,68.7,3
575914,17.9,1
575916,18.0,1
575917,52.5,2
575918,84.0,3
575919,430.15,9
575922,66.5,1
575924,61.15,3
575931,127.4,8
575932,59.25,3
575935,51.0,1
575937,16.5,1
575938,25.0,2
575939,52.5,2
575941,19.9,1
575943,16.95,1
575944,33.3,1
575948,66.9,1
575949,87.6,1
575950,38.75,2
575952,16.5,2
575954,42.85,3
575955,43.2,5
575956,48.15,2
575957,6.75,1
575958,9.95,1
575959,281.85,8
575960,79.55,7
575961,25.5,2
575964,65.75,6
575968,83.4,1
575970,197.65,5
575972,28.6,4
575975,92.25,6
575977,60.45,3
575978,316.2,3
575979,39.95,1
575981,110.05,6
575982,70.8,1
575983,15.0,2
575985,81.05,9
575986,27.8,2
575988,33.3,1
575989,92.25,8
576014,31.45,3
576019,97.35,5
576025,6.35,1
576045,15.9,1
576050,39.95,1
576051,573.25,9
576052,96.15,6
576053,58.5,2
576054,14.2,2
576056,46.5,3
576057,11.9,1
576059,187.8,15
576060,12.5,1
576062,39.75,1
576063,12.7,1
576065,26.45,3
576066,25.45,3
576067,25.5,1
576068,71.7,1
576069,47.4,3
576071,12.2,2
576073,95.0,3
576075,5.95,1
576076,26.85,3
576077,24.75,3
576078,45.7,2
576079,37.75,4
576082,141.0,4
576083,238.0,1
576086,31.8,1
576087,176.6,4
576088,258.5,1
576089,47.7,1
576091,19.9,1
576096,45.4,2
576098,56.3,3
576099,71.25,3
576112,33.0,2
576121,114.05,7
576137,183.6,1
576141,64.95,2
576148,15.0,1
576172,281.4,2
576176,8.95,1
576180,486.9,2
576181,165.2,6
576184,23.8,1
576186,119.0,4
576187,15.9,1
576188,47.7,1
576190,34.6,3
576191,11.9,1
576196,17.0,1
576200,59.65,4
576201,27.95,3
576212,99.95,4
576213,12.7,2
576214,25.4,3
576215,15.0,1
576217,82.35,9
576222,36.0,1
576228,31.8,2
576236,94.6,10
576237,47.7,1
576239,204.0,1
576245,106.7,4
576246,90.25,7
576249,40.7,5
576251,131.6,4
576252,39.95,1
576255,81.95,5
576256,51.1,4
576259,67.0,3
576269,95.5,3
576274,110.55,10
576300,100.1,8
576303,122.6,11
576321,75.35,5
576322,55.9,2
576323,64.75,4
576327,151.15,5
576328,146.7,2
576339,4226.63,149
576345,211.2,4
576346,15.9,1
576349,72.7,4
576351,22.65,3
576353,66.0,2
576355,344.5,6
576357,29.25,2
576359,15.0,1
576362,95.9,4
576364,67.3,6
576371,79.85,3
576372,71.4,1
576373,302.35,8
576377,16.5,1
576378,33.0,1
576379,16.5,1
576381,40.9,2
576383,103.7,6
576384,89.1,4
576388,25.5,1
576389,850.5,1
576390,27.95,2
576394,70.8,1
576395,35.7,1
576398,17.85,1
576399,53.0,2
576400,47.7,1
576405,176.7,8
576412,152.1,4
576463,34.1,3
576503,51.85,2
576511,76.45,5
576512,440.0,1
576513,74.85,4
576514,33.0,2
576516,149.68,2
576518,57.55,4
576519,40.0,1
576520,9.95,1
576538,157.05,8
576539,9.95,1
576540,44.1,4
576553,19.9,1
576554,112.05,6
576556,33.3,1
576557,32.65,2
576559,88.95,7
576560,22.45,3
576563,36.65,2
576564,192.75,5
576568,30.35,2
576570,33.9,1
576573,16.5,1
576574,312.65,6
576575,161.55,9
576577,13.9,1
576581,75.85,2
576589,19.9,1
576590,626.63,10
576592,119.9,10
576593,189.2,11
576595,85.7,2
576596,35.8,1
576597,206.35,8
576598,81.6,2
576599,114.15,6
576600,84.1,6
576601,14.6,2
576602,171.2,3
576603,158.25,7
576604,99.0,1
576605,40.3,3
576606,23.0,1
576607,89.85,2
576609,28.4,2
576611,159.36,8
576613,263.2,2
576614,20.15,2
576615,71.0,6
576616,212.1,3
576622,15.9,1
576625,83.3,1
576626,8.25,1
576627,19.9,1
576628,38.7,2
576629,105.0,2
576630,33.9,2
576631,47.6,1
576635,290.0,1
576637,27.0,1
576638,62.4,3
576639,30.6,2
576641,47.7,1
576642,40.5,2
576645,32.4,2
576650,133.8,3
576651,136.2,5
576652,41.6,1
576653,870.72,2
576654,11.9,2
576655,167.8,6
576657,65.5,2
576658,43.7,2
576659,21.0,1
576660,113.9,3
576661,7.9,1
576663,37.5,1
576664,15.0,1
576665,159.05,12
576667,72.25,2
576668,159.2,1
576669,18.0,1
576672,481.5,5
576676,42.6,3
576684,107.15,3
576686,30.1,4
576687,31.45,4
576688,326.2,12
576689,36.3,2
576692,27.0,1
576695,13.9,2
576696,183.21,11
576704,119.15,8
576734,45.5,2
576736,76.5,1
576758,98.1,1
576768,190.8,2
576770,73.75,3
576771,16.5,1
576772,183.6,1
576778,41.75,3
576779,227.75,14
576780,54.0,4
576781,25.5,1
576782,340.0,1
576783,86.55,2
576787,155.4,3
576789,18.0,1
576790,67.75,2
576792,17.85,1
576830,26.2,2
576832,48.8,2
576833,17.0,1
576834,57.5,2
576836,85.0,3
576838,45.4,2
576841,40.9,4
576844,393.0,10
576845,95.2,4
576846,130.5,7
576848,17.0,1
576851,27.1,3
576853,53.55,2
576855,15.25,2
576857,60.6,6
576859,40.5,1
576860,53.75,6
576862,17.85,1
576863,48.75,2
576864,24.45,3
576865,56.55,3
576867,70.05,3
576869,18.0,1
576872,57.4,3
576874,17.85,1
576876,95.2,4
576879,29.5,2
576880,91.75,3
576888,116.5,5
576890,36.0,1
576892,36.85,2
576893,18.0,1
576894,104.85,3
576895,58.35,2
576897,554.5,5
576899,286.55,12
576904,50.0,1
576905,13.9,1
576906,16.5,1
576907,40.0,1
576909,194.0,2
576910,1143.45,15
576911,65.6,8
576914,19.9,1
576916,14.95,1
576920,51.0,3
576923,1035.3,4
576924,49.2,3
576926,25.0,1
576927,302.3,8
576928,9.95,1
576929,17.0,1
576930,133.2,2
576932,102.1,5
576941,239.4,3
576948,131.85,3
576971,51.9,2
576995,145.4,2
577008,7.95,1
577009,177.7,9
577010,24.45,3
577016,393.5,12
577018,47.7,1
577019,17.0,1
577020,105.55,3
577022,48.85,4
577023,44.3,2
577024,12.75,1
577025,84.55,6
577026,7.95,1
577027,111.95,2
577028,85.9,2
577029,80.85,4
577032,15.9,1
577033,73.8,4
577034,32.4,4
577035,159.0,2
577036,27.85,2
577038,22.4,2
577039,228.2,4
577046,409.3,10
577047,262.8,2
577049,120.0,7
577051,43.95,5
577052,67.55,3
577053,18.75,1
577055,98.1,1
577056,202.5,5
577057,141.6,13
577058,24.7,3
577059,102.0,4
577061,154.1,5
577062,12.75,1
577064,70.5,1
577065,15.9,1
577067,80.0,1
577069,50.45,2
577071,174.2,8
577072,19.9,1
577076,32.2,3
577077,49.75,2
577080,34.5,1
577082,60.4,3
577083,53.55,2
577084,257.2,4
577085,83.2,1
577087,149.6,3
577089,41.5,2
577091,63.65,3
577093,122.7,2
577094,45.3,5
577095,55.95,5
577101,11.9,1
577103,50.45,3
577104,166.25,4
577106,26.7,3
577107,56.8,3
577108,52.0,1
577109,73.85,4
577121,195.6,6
577125,56.0,1
577126,70.8,1
577128,40.8,3
577130,165.0,1
577132,102.9,2
577133,12.75,1
577134,141.6,1
577135,104.0,2
577141,91.8,3
577143,25.5,1
577146,58.85,3
577148,142.8,1
577152,36.0,1
577155,63.6,2
577156,79.6,3
577157,117.3,2
577158,60.0,3
577161,34.9,2
577165,83.2,1
577167,101.7,7
577168,739.2,2
577170,41.75,2
577171,15.9,1
577173,33.0,2
577174,98.4,10
577176,148.05,4
577178,73.75,3
577179,33.0,1
577180,398.5,4
577202,212.4,1
577217,81.95,5
577228,33.85,3
577230,6.95,1
577235,37.5,1
577256,31.8,1
577258,24.4,2
577286,59.2,5
577295,107.55,3
577296,8.5,1
577297,5.95,1
577298,94.9,2
577299,18.0,1
577302,101.35,8
577303,89.45,2
577308,159.6,8
577309,15.9,1
577310,15.0,1
577311,5.95,1
577312,139.95,7
577314,533.6,10
577315,33.2,4
577316,351.95,4
577317,17.0,1
577318,53.55,1
577319,31.2,1
577320,57.9,3
577321,70.8,1
577326,30.0,1
577329,97.0,5
577331,63.65,3
577333,17.85,1
577334,16.5,1
577335,71.4,1
577337,68.1,8
577341,83.2,5
577344,94.5,3
577352,33.0,1
577355,177.45,9
577357,175.2,1
577359,50.15,3
577365,41.6,1
577393,714.7,5
577396,33.0,1
577402,213.3,3
577403,60.5,4
577404,8.5,1
577405,145.4,4
577406,35.85,2
577408,91.85,6
577409,492.8,7
577410,35.8,3
577411,46.85,5
577438,25.85,3
577469,63.6,5
577472,95.4,2
577473,70.48,5
577474,54.0,1
577475,109.25,6
577476,159.0,2
577479,286.25,9
577480,186.55,13
577482,23.8,1
577483,61.9,5
577484,8.5,1
577485,134.8,14
577488,16.5,1
577490,24.9,2
577491,51.75,2
577495,62.35,5
577496,47.6,1
577498,25.5,1
577500,85.45,7
577501,15.9,1
577502,203.9,5
577503,17.9,2
577504,18.15,2
577505,25.0,1
577506,233.15,19
577507,6.25,1
577508,37.75,2
577511,24.7,3
577512,77.8,4
577514,19.9,1
577515,19.9,1
577517,60.0,4
577518,11.5,1
577519,232.9,14
577521,7.95,1
577522,40.65,3
577523,40.75,2
577524,87.3,4
577525,17.9,1
577527,33.9,1
577528,17.85,1
577530,127.7,7
577533,12.2,2
577535,139.8,12
577536,22.45,3
577538,17.0,1
577540,52.75,7
577541,15.9,1
577542,11.9,1
577543,18.75,1
577544,124.1,7
577545,6.25,1
577549,68.75,5
577550,16.95,1
577551,59.85,3
577554,63.95,4
577555,33.0,1
577557,100.25,6
577572,18.15,2
577594,65.55,4
577595,74.35,6
577597,45.4,2
577598,68.0,2
577601,104.9,4
577603,46.7,3
577606,176.35,6
577607,95.4,1
577609,749.45,18
577610,191.2,8
577613,112.2,5
577615,233.95,11
577616,90.25,4
577618,285.85,6
577633,314.4,11
577669,14.95,1
577687,54.0,1
577689,15.9,1
577690,46.5,3
577691,80.15,7
577694,42.35,3
577695,111.0,8
577696,13.9,2
577698,29.85,2
577700,32.65,4
577711,45.45,2
577718,350.4,1
577721,19.9,1
577723,188.1,13
577726,84.4,2
577727,15.0,1
577728,6.75,1
577729,83.45,5
577730,83.1,6
577732,259.5,4
577733,17.0,1
577736,58.45,4
577738,125.1,2
577740,68.7,4
577741,44.85,2
577742,162.15,11
577743,9.95,1
577744,238.1,4
577747,4035.84,11
577749,115.1,5
577751,97.85,6
577756,182.55,7
577757,29.85,2
577769,25.5,1
577770,170.6,4
577773,121.8,8
577774,111.1,9
577776,32.65,3
577778,24.7,3
577782,55.05,3
577784,17.0,1
577785,41.5,2
577790,96.3,4
577791,17.85,1
577793,69.4,4
577794,63.6,5
577795,29.5,2
577796,68.0,1
577798,8.5,1
577800,17.0,1
577804,22.65,3
577805,70.8,1
577806,15.9,1
577807,135.05,7
577809,299.55,6
577811,12.75,1
577812,101.55,3
577813,17.85,1
577814,36.75,2
577824,113.35,4
577825,29.25,2
577826,31.95,2
577827,51.7,2
577833,52.45,2
577834,133.95,4
577835,68.0,1
577842,16.5,1
577850,260.3,8
577851,17.9,1
577853,15.9,1
577855,22.4,3
577856,72.0,1
577858,393.7,1
577859,15.9,1
577869,27.8,1
577880,60.4,2
577893,50.0,2
577897,322.08,1
577905,181.2,2
577919,49.4,4
577950,17.25,1
577973,70.8,1
577980,22.7,3
578004,17.8,2
578005,433.05,7
578006,67.85,2
578011,44.9,3
578013,24.4,2
578016,71.8,8
578017,76.9,7
578018,36.6,3
578019,41.75,5
578020,59.3,3
578021,8.5,1
578022,142.64,10
578024,185.6,9
578026,264.95,15
578027,105.0,4
578029,596.4,10
578030,251.1,4
578031,176.6,7
578032,149.25,10
578033,271.7,10
578034,75.0,1
578036,8.5,1
578040,19.45,2
578041,247.45,15
578042,510.0,1
578043,36.0,1
578044,82.8,3
578045,42.3,5
578053,63.85,3
578054,73.9,2
578057,47.8,4
578063,15.9,1
578068,103.67,8
578069,17.85,1
578071,32.6,1
578072,44.15,4
578074,181.75,13
578075,24.15,3
578078,23.1,2
578079,25.0,2
578080,58.75,4
578081,500.4,3
578082,54.8,3
578084,30.0,1
578086,32.4,2
578087,52.2,3
578088,73.95,5
578089,160.0,1
578091,9.95,1
578093,59.95,2
578094,88.25,7
578099,80.75,3
578100,35.95,1
578102,92.2,5
578104,93.5,5
578105,88.25,2
578106,96.3,1
578108,33.0,1
578109,23.45,2
578111,108.0,2
578115,16.3,1
578116,34.85,2
578117,63.0,4
578121,51.0,1
578123,80.0,1
578125,163.2,2
578127,102.0,1
578128,59.5,1
578130,34.0,2
578133,99.0,3
578140,721.8,4
578143,97.8,1
578146,140.0,13
578147,70.6,7
578151,17.0,1
578152,131.4,1
578153,25.45,2
578155,29.8,4
578174,139.75,5
578192,102.0,1
578196,83.4,1
578211,25.85,3
578220,73.1,2
578225,91.95,6
578229,17.0,1
578231,152.1,13
578232,85.0,1
578233,137.35,12
578234,100.75,5
578243,23.0,1
578244,41.65,3
578247,8.25,1
578248,57.75,2
578250,36.65,4
578251,74.9,6
578252,15.9,1
578253,15.0,1
578254,49.5,1
578255,128.85,7
578258,30.95,3
578260,39.8,2
578261,548.0,3
578264,26.1,3
578265,180.15,4
578266,43.9,5
578268,5.45,1
578270,3634.94,117
578272,33.65,2
578275,36.15,4
578277,17.85,1
578278,34.0,1
578279,220.7,3
578281,69.8,3
578285,23.9,3
578287,8.5,1
578288,49.0,7
578289,148.5,13
578290,266.5,8
578292,228.15,15
578293,175.2,1
578295,36.0,1
578298,54.0,1
578299,88.65,3
578300,40.0,1
578301,172.7,5
578302,226.9,12
578303,213.0,3
578304,127.2,2
578305,5360.82,59
578307,91.65,8
578310,45.65,3
578312,48.9,3
578313,19.9,2
578314,69.9,2
578315,45.4,2
578316,33.3,2
578317,145.2,6
578318,7.5,1
578322,75.15,3
578323,113.7,10
578324,28.2,2
578325,19.9,1
578326,39.8,2
578331,91.4,3
578333,36.0,1
578335,17.85,1
578339,63.7,2
578348,75.8,2
578349,17.0,1
578352,16.5,1
578354,96.4,2
578358,869.4,2
578361,25.5,1
578362,15.0,1
578365,65.7,1
578366,33.8,2
578369,29.85,1
578370,37.5,1
578372,19.9,1
578384,29.9,2
578400,25.8,4
578420,220.75,12
578425,72.0,1
578427,16.3,2
578429,24.75,1
578445,12.5,1
578459,71.4,1
578461,87.5,5
578463,56.0,1
578469,247.2,2
578470,52.2,3
578472,623.35,13
578479,24.15,2
578485,33.0,2
578488,41.6,3
578506,51.7,6
578508,22.7,2
578509,18.0,1
578510,214.3,12
578511,82.15,6
578512,337.8,2
578513,252.3,8
578515,44.65,3
578517,414.7,10
578518,17.85,1
578519,109.2,11
578520,22.45,3
578521,61.95,3
578522,12.75,1
578523,26.9,3
578526,33.0,2
578531,35.85,3
578532,22.7,2
578533,32.05,2
578534,56.8,2
578541,636.0,26
578544,44.85,2
578547,115.35,4
578548,34.55,3
578550,17.0,1
578551,59.5,4
578620,106.8,8
578626,418.4,3
578631,138.15,5
578634,16.5,1
578653,99.5,3
578662,44.85,3
578665,126.2,3
578666,163.9,9
578667,6.35,1
578675,173.85,7
578676,32.05,3
578677,16.5,1
578678,66.15,5
578679,16.5,1
578681,92.95,4
578682,266.1,4
578686,44.45,3
578688,93.95,8
578689,16.65,1
578695,17.0,1
578698,36.0,1
578699,107.4,1
578701,30.4,2
578702,289.75,8
578703,23.45,3
578705,29.95,1
578707,90.51,7
578708,15.0,1
578719,5.95,1
578736,159.9,2
578757,40.75,5
578781,58.0,3
578783,11.9,1
578785,23.9,1
578786,17.85,1
578787,50.5,2
578789,187.2,9
578791,45.7,2
578792,62.75,2
578793,225.0,6
578794,53.55,2
578795,45.2,2
578806,142.1,6
578808,31.8,1
578809,8.5,1
578810,145.8,2
578811,1050.4,11
578812,48.2,3
578813,34.5,1
578814,36.55,3
578815,42.35,3
578816,15.0,1
578817,45.5,6
578818,25.85,3
578819,18.2,2
578821,199.0,1
578824,86.8,3
578826,24.75,1
578829,7.85,1
578830,41.4,2
578834,300.35,10
578835,18.0,1
578836,77.9,2
578843,105.85,6
578846,24.6,2
578848,9.95,1
578849,93.3,4
578851,25.8,2
578852,63.45,8
578853,49.3,2
578855,82.7,2
578856,237.9,7
578858,57.75,4
578901,99.0,8
578921,101.3,11
578922,68.0,4
578923,146.65,9
578924,83.45,3
578926,54.3,4
578927,76.35,3
578928,45.45,4
578929,91.45,4
578931,38.9,5
578933,181.6,8
578935,64.8,5
578936,87.05,5
578939,17.0,1
578942,190.65,16
578944,30.85,4
578945,13.9,1
578946,27.8,4
578947,125.2,7
578948,96.0,2
578949,153.25,9
578950,46.3,5
578952,25.5,1
578953,30.2,2
578954,13.5,1
578977,111.85,10
578992,24.95,1
578993,14.0,2
578994,320.69,4
578995,7.95,1
578996,5.75,1
578997,61.7,5
578998,37.9,4
578999,38.95,3
579001,67.55,4
579002,23.8,2
579003,23.0,1
579008,70.8,1
579010,33.0,2
579012,112.35,8
579013,132.3,4
579014,33.0,1
579016,107.1,3
579017,89.25,1
579037,71.4,1
579067,67.85,2
579069,195.4,7
579087,12.5,1
579089,16.35,2
579091,164.1,8
579093,107.6,4
579094,230.65,5
579095,19.05,3
579098,53.5,4
579099,81.45,6
579100,47.6,2
579101,118.7,4
579102,250.75,11
579103,35.35,4
579106,228.3,8
579116,5.95,1
579123,19.9,1
579124,26.35,3
579125,30.35,2
579131,33.0,2
579132,33.8,2
579135,14.2,2
579136,116.85,4
579137,15.0,1
579141,65.5,6
579142,36.65,4
579143,66.0,2
579144,23.8,1
579146,114.95,5
579148,16.95,1
579149,16.5,1
579152,100.85,3
579153,53.7,3
579154,52.7,4
579156,49.9,2
579158,83.4,1
579159,17.85,1
579161,10.9,1
579165,52.75,3
579166,35.7,1
579167,399.0,30
579170,80.7,3
579171,130.35,5
579173,28.15,2
579174,54.95,2
579175,17.9,1
579176,44.75,3
579179,11.5,1
579184,115.5,2
579185,15.0,1
579188,25.2,2
579190,199.5,2
579193,199.5,2
579194,17.85,1
579196,4173.0,150
579245,136.0,1
579250,29.0,2
579254,25.0,1
579255,32.3,2
579256,50.0,1
579257,91.8,1
579258,17.85,1
579259,74.9,3
579260,15.0,1
579267,264.75,8
579268,83.4,1
579270,32.2,2
579271,1354.71,3
579274,101.65,7
579276,18.0,1
579278,161.7,4
579279,51.0,1
579280,58.4,4
579281,40.0,1
579283,207.5,9
579284,1859.4,4
579285,115.2,5
579286,59.75,6
579288,12.5,1
579293,12.5,2
579300,27.0,1
579301,22.7,2
579307,33.0,2
579339,91.8,1
579345,251.7,4
579350,124.1,4
579358,59.5,2
579387,32.4,4
579393,120.0,5
579399,50.45,4
579401,19.9,1
579403,82.5,1
579404,29.95,2
579406,254.5,5
579407,82.5,2
579408,177.8,8
579409,6.95,1
579412,33.3,2
579413,149.1,8
579414,40.8,3
579416,90.0,1
579427,58.65,4
579430,29.8,4
579432,28.15,3
579433,65.05,4
579435,43.5,2
579437,17.0,1
579440,15.9,1
579441,281.9,5
579442,57.4,3
579443,15.7,1
579446,15.0,1
579447,35.7,1
579452,225.0,1
579453,17.0,1
579456,47.85,5
579458,64.35,8
579459,142.8,1
579462,16.35,1
579465,86.2,7
579467,61.0,3
579468,93.2,10
579470,158.95,9
579472,34.55,5
579473,39.95,1
579489,16.95,1
579491,25.6,4
579492,54.0,1
579493,68.7,3
579497,8.5,1
579501,674.77,5
579503,12.5,1
579505,30.65,2
579507,17.0,1
579509,90.65,5
579510,29.85,1
579513,16.35,1
579514,142.5,4
579516,147.9,14
579518,11.9,1
579520,82.3,8
579522,104.9,3
579524,153.4,7
579525,68.0,1
579527,81.4,4
579528,15.0,1
579529,85.8,3
579530,51.9,3
579533,155.25,8
579535,31.5,2
579536,51.6,3
579539,143.35,6
579540,137.4,7
579541,87.5,4
579542,49.5,1
579543,12.5,1
579544,77.8,4
579545,59.8,1
579548,58.7,3
579550,194.6,5
579551,67.9,2
579553,172.5,8
579555,103.2,11
579558,58.3,3
579560,62.2,5
579561,25.85,2
579572,45.4,2
579600,36.9,2
579605,8.25,1
579612,8.5,1
579623,50.5,2
579634,12.75,1
579666,32.4,2
579667,25.0,1
579668,59.3,3
579670,68.85,2
579671,12.5,1
579672,394.2,4
579674,15.9,1
579675,15.0,1
579676,25.5,1
579677,31.45,2
579679,30.95,2
579684,15.0,1
579685,63.35,4
579686,249.6,1
579689,45.4,4
579690,31.45,3
579692,68.8,4
579693,48.2,3
579708,107.7,2
579711,5.95,1
579741,50.95,5
579747,173.7,4
579749,34.5,1
579750,109.95,5
579754,42.0,2
579768,216.8,2
579784,357.6,2
579786,36.0,1
579790,56.0,1
579792,293.2,6
579807,27.45,2
579837,991.2,8
579843,201.0,3
579846,17.9,1
579854,15.9,1
579865,15.8,2
579867,50.0,1
579870,118.65,6
579885,235.15,22
579899,37.75,2
579900,70.8,3
579901,71.85,2
579910,220.55,7
579916,360.0,2
579921,183.6,1
579922,76.2,1
579927,149.3,5
579938,100.75,6
579939,17.85,1
579941,116.3,6
579942,44.65,2
579943,35.7,2
579946,54.5,4
579947,16.5,1
579949,12.75,1
579954,163.3,3
579962,27.8,1
579990,173.45,4
580005,56.1,5
580021,193.8,3
580022,66.0,4
580023,59.7,1
580024,26.9,2
580025,86.0,8
580027,42.05,3
580029,355.3,4
580030,16.95,1
580043,119.15,8
580044,95.35,6
580045,119.4,1
580046,123.7,5
580048,8.5,1
580049,70.9,3
580050,9.95,1
580053,99.0,1
580054,32.83,5
580061,167.7,2
580062,44.25,5
580066,38.25,1
580068,41.25,1
580070,17.0,1
580071,77.1,5
580073,56.55,3
580074,49.5,1
580088,97.8,1
580089,105.7,4
580092,88.15,7
580093,35.7,1
580094,65.2,4
580097,347.25,7
580098,204.35,7
580101,84.5,5
580105,94.05,2
580107,17.85,1
580108,488.55,5
580109,35.7,1
580113,90.3,4
580116,102.0,2
580117,29.65,2
580118,71.0,2
580119,79.7,5
580120,18.0,1
580123,80.0,1
580125,136.0,2
580126,156.85,3
580127,50.0,1
580128,108.45,7
580129,29.85,1
580132,175.2,1
580133,109.9,5
580134,146.9,5
580135,28.85,2
580136,143.9,10
580137,57.8,3
580138,99.0,1
580139,23.8,1
580140,266.2,12
580143,64.68,1
580144,18.0,1
580147,33.9,1
580149,5.45,1
580151,66.55,2
580152,15.0,1
580153,204.68,2
580154,52.0,3
580155,31.8,1
580156,433.9,10
580160,162.9,3
580162,8.5,1
580163,16.95,1
580164,85.8,2
580166,23.8,1
580172,129.36,1
580173,25.5,1
580178,250.88,1
580193,237.8,9
580208,45.3,3
580221,45.75,2
580256,77.8,8
580258,141.6,1
580260,23.8,2
580261,35.7,1
580265,40.0,1
580272,111.25,9
580277,35.25,2
580278,17.85,3
580279,188.4,8
580280,96.3,1
580281,55.9,2
580282,78.45,4
580284,151.5,7
580285,49.5,1
580286,67.0,3
580287,65.7,5
580288,17.85,1
580290,31.15,3
580294,5.95,1
580295,24.25,2
580296,44.75,5
580298,86.75,4
580299,55.6,2
580302,16.5,1
580304,100.7,3
580305,93.2,8
580306,17.85,1
580309,187.0,2
580311,138.65,8
580316,512.6,9
580318,48.9,3
580351,17.85,1
580355,43.6,1
580356,15.0,1
580357,220.0,3
580358,82.95,3
580360,75.7,3
580362,56.0,4
580364,40.5,1
580372,46.65,2
580374,111.4,4
580375,70.8,1
580384,39.5,2
580385,227.55,10
580386,101.8,6
580387,29.85,2
580388,84.15,3
580389,98.25,5
580395,15.0,1
580396,54.0,4
580397,18.5,2
580399,170.35,13
580400,51.2,3
580401,186.4,5
580402,97.1,4
580403,488.4,21
580405,150.65,8
580434,22.15,3
580436,102.0,1
580441,64.7,3
580460,27.85,3
580468,21.85,2
580469,32.4,2
580482,80.05,6
580500,298.85,7
580501,100.1,9
580502,24.5,2
580503,64.3,4
580504,65.6,6
580505,103.2,5
580506,85.0,1
580509,111.25,4
580511,105.0,2
580512,67.8,2
580513,20.75,2
580514,111.15,4
580516,11.9,1
580517,95.2,1
580520,124.95,14
580523,41.95,4
580524,47.55,3
580525,31.8,1
580526,206.5,5
580527,80.1,7
580528,71.4,1
580529,88.6,5
580531,18.0,1
580532,59.8,1
580533,96.3,1
580534,18.0,1
580535,58.25,3
580536,54.0,1
580540,244.15,9
580541,33.75,2
580544,66.65,3
580545,56.4,3
580548,69.0,4
580550,47.7,1
580552,100.65,3
580555,133.2,4
580557,17.0,1
580558,34.0,1
580559,78.5,2
580595,58.15,3
580596,52.65,2
580598,114.3,3
580599,15.0,1
580600,8.95,1
580603,47.7,1
580608,25.0,1
580611,29.75,3
580613,231.9,14
580615,279.65,9
580622,15.0,1
580630,15.0,1
580631,19.9,1
580632,134.9,9
580633,14.45,2
580635,71.5,7
580638,52.75,2
580640,34.0,4
580643,10.95,1
580644,31.8,1
580645,219.5,1
580647,110.1,9
580648,35.85,2
580653,153.0,3
580654,30.8,2
580657,35.75,2
580659,75.1,2
580660,91.8,1
580661,11.9,1
580664,62.75,4
580665,387.6,2
580667,87.1,6
580669,288.85,5
580672,12.2,2
580673,589.1,9
580675,274.5,2
580676,54.8,2
580677,105.95,10
580679,16.5,1
580680,17.85,1
580681,34.0,1
580685,16.5,1
580688,38.25,1
580689,86.9,5
580690,12.5,1
580692,11.9,1
580695,62.75,4
580696,28.35,4
580697,129.25,4
580700,16.5,1
580704,238.0,1
580705,68.0,4
580706,85.0,1
580712,111.6,4
580713,92.75,3
580716,18.0,1
580720,142.2,10
580721,47.6,2
580727,4618.04,140
580731,21.8,1
580734,160.2,3
580735,50.0,3
580736,53.0,2
580746,67.4,4
580750,302.2,12
580752,231.75,6
580753,144.8,6
580756,18.0,1
580757,45.6,2
580759,99.7,2
580760,34.0,1
580772,14.95,1
580774,63.0,2
580776,30.4,2
580830,12.75,1
580831,112.5,7
580833,17.85,2
580848,12.5,1
580852,15.9,1
580865,41.75,5
580873,1900.2,3
580874,82.9,3
580876,16.5,1
580877,85.65,4
580880,16.5,1
580882,17.0,1
580883,98.4,2
580884,63.75,6
580887,60.4,6
580889,8.25,1
580891,17.0,1
580893,47.75,6
580894,131.4,1
580901,55.35,3
580903,82.6,6
580904,163.8,6
580905,17.85,1
580907,55.55,4
580908,176.7,7
580914,45.15,4
